transaction_id,customer_id,transaction_date,transaction_time,hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud,fraud_type
TXN0000000397,CUST00163818,2021-11-23,20:02:00,20,0,0,India,Rio,Gaming,Credit Card,Mobile,31,770,24.3,558.49,37.34,134,19,9.0,1.97,0,0,0,0,
TXN0000000398,CUST00154166,2020-12-10,14:10:00,14,0,0,Germany,Tokyo,Travel,Credit Card,Tablet,65,666,0.5,2783.1,128.4,151,13,3.9,5.69,0,0,0,0,
TXN0000000399,CUST00197178,2024-07-15,17:46:00,17,0,0,Brazil,Toronto,Jewelry,Debit Card,Mobile,19,571,20.7,10307.35,238.78,154,23,9.7,36.8,0,0,0,1,Identity Theft
TXN0000000400,CUST00103747,2021-07-30,11:15:00,11,0,0,Mexico,São Paulo,Education,Credit Card,Mobile,52,657,0.4,38538.23,380.44,173,21,35.5,16.24,0,0,1,0,
TXN0000000401,CUST00182958,2023-10-21,22:12:00,22,1,1,UK,São Paulo,Fuel,Mobile Payment,POS Terminal,55,808,1.0,45673.4,71.64,159,14,12.0,0.17,0,2,0,0,
TXN0000000402,CUST00036632,2024-07-08,22:46:00,22,0,1,France,New York,Online Shopping,Credit Card,Desktop,18,589,2.5,2162.47,153.13,145,23,0.2,23.17,0,0,1,0,
TXN0000000403,CUST00072992,2020-12-16,16:15:00,16,0,0,UK,Berlin,Grocery,Bank Transfer,Mobile,40,655,11.3,17384.48,1.61,146,22,19.2,0.16,0,2,0,0,
TXN0000000404,CUST00004015,2024-04-18,11:53:00,11,0,0,Japan,Berlin,Education,Credit Card,POS Terminal,39,650,2.2,56282.68,8.37,144,26,26.1,5.3,0,0,0,0,
TXN0000000405,CUST00011094,2022-10-01,16:31:00,16,1,0,Mexico,Tokyo,Fuel,Cheque,ATM,32,628,0.2,9909.78,413.71,140,29,15.5,12.13,1,0,0,0,
TXN0000000406,CUST00018071,2024-04-18,21:31:00,21,0,0,France,Los Angeles,Travel,Debit Card,Mobile,45,709,11.3,64484.86,177.08,139,36,9.8,3.42,0,0,0,0,
TXN0000000407,CUST00035778,2024-07-04,20:35:00,20,0,0,USA,Vancouver,Electronics,Mobile Payment,Mobile,66,684,6.6,6107.83,567.41,145,21,52.9,4.36,0,0,0,0,
TXN0000000408,CUST00056959,2021-09-14,08:18:00,8,0,0,Mexico,Guadalajara,Entertainment,Debit Card,Mobile,41,673,0.7,839.99,48.97,172,23,15.4,3.93,0,2,0,0,
TXN0000000409,CUST00082075,2021-03-07,21:06:00,21,1,0,UK,New York,Utilities,Crypto,Desktop,55,633,1.6,2047.93,135.31,123,16,18.3,8.3,0,0,0,0,
TXN0000000410,CUST00010730,2024-06-12,18:52:00,18,0,0,Canada,São Paulo,Clothing,Bank Transfer,POS Terminal,43,652,0.5,40890.62,71.65,133,23,54.1,0.57,1,2,0,0,
TXN0000000411,CUST00176090,2020-08-08,05:30:00,5,1,1,Germany,Vancouver,Utilities,Mobile Payment,POS Terminal,46,576,2.2,1664.31,30.15,136,24,9.9,0.88,1,1,0,0,
TXN0000000412,CUST00197393,2024-04-25,17:28:00,17,0,0,Canada,Tokyo,Online Shopping,Debit Card,Mobile,54,538,1.2,1209.67,21.68,121,29,20.0,13.99,0,0,0,0,
TXN0000000413,CUST00158824,2022-02-26,03:09:00,3,1,1,India,Mumbai,Online Shopping,Credit Card,Mobile,45,718,0.7,4810.5,29.33,153,24,1.3,35.56,0,0,0,0,
TXN0000000414,CUST00105865,2021-05-08,01:52:00,1,1,1,Brazil,Mumbai,Fuel,Cheque,Tablet,46,834,7.5,2446.89,61.33,149,21,3.6,0.16,1,0,0,0,
TXN0000000415,CUST00130859,2021-09-02,07:26:00,7,0,0,Canada,Lyon,Gaming,Debit Card,Mobile,41,785,3.7,9011.06,77.99,153,23,16.7,5.71,0,0,0,0,
TXN0000000416,CUST00105511,2024-08-01,11:05:00,11,0,0,UK,Berlin,Education,Credit Card,Mobile,51,592,0.7,39529.61,187.15,168,13,8.8,0.15,1,0,0,0,
TXN0000000417,CUST00054749,2021-03-08,12:58:00,12,0,0,USA,Toronto,Online Shopping,Credit Card,Tablet,72,673,0.4,13056.68,56.74,149,25,10.6,5.53,0,0,1,0,
TXN0000000418,CUST00005802,2020-10-09,19:23:00,19,0,0,Mexico,London,ATM Withdrawal,Debit Card,Mobile,47,636,5.7,44295.34,28.4,133,19,74.7,9.45,0,0,0,1,Card Cloning
TXN0000000419,CUST00150263,2024-01-26,07:28:00,7,0,0,Brazil,Rio,Electronics,Debit Card,Mobile,44,643,4.2,2736.67,623.58,146,20,6.2,5.79,0,0,0,0,
TXN0000000420,CUST00180762,2022-12-12,07:15:00,7,0,0,UK,New York,Clothing,Debit Card,Mobile,33,710,0.2,1781.83,80.04,140,19,34.4,31.57,0,0,0,0,
TXN0000000421,CUST00182066,2020-10-09,22:00:00,22,0,1,France,Osaka,Clothing,Credit Card,Mobile,45,600,6.8,7713.34,29.86,157,21,0.7,13.05,0,0,0,0,
TXN0000000422,CUST00029593,2024-12-01,13:17:00,13,1,0,Brazil,Tokyo,Education,Credit Card,Desktop,57,740,1.2,4257.15,19.9,160,22,5.6,1.44,0,2,1,1,Identity Theft
TXN0000000423,CUST00010648,2021-11-05,00:39:00,0,0,1,India,Mumbai,Clothing,Debit Card,Mobile,45,785,0.8,175000.28,116.01,160,15,5.0,45.35,0,2,0,0,
TXN0000000424,CUST00139789,2023-02-23,06:19:00,6,0,1,USA,Melbourne,Online Shopping,Credit Card,Mobile,63,716,1.9,28058.23,52.32,140,18,48.8,0.43,1,0,0,0,
TXN0000000425,CUST00110628,2021-07-15,13:48:00,13,0,0,USA,Mexico City,Grocery,Debit Card,Mobile,21,725,3.1,13037.97,32.85,160,17,18.6,0.01,0,0,0,0,
TXN0000000426,CUST00070317,2020-01-11,00:24:00,0,1,1,Mexico,Paris,Online Shopping,Credit Card,Mobile,55,796,9.6,6202.48,209.22,161,21,10.9,3.72,0,2,0,0,
TXN0000000427,CUST00002369,2021-09-15,19:16:00,19,0,0,Germany,Sydney,Entertainment,Mobile Payment,Mobile,20,717,1.0,5016.86,165.09,155,14,29.7,22.8,0,0,0,0,
TXN0000000428,CUST00077576,2024-04-23,15:45:00,15,0,0,Canada,Guadalajara,Clothing,Debit Card,Mobile,42,612,9.7,13197.4,291.8,141,24,8.8,0.61,0,0,0,0,
TXN0000000429,CUST00006656,2024-09-05,22:39:00,22,0,1,India,Manchester,Online Shopping,Credit Card,Mobile,28,716,6.2,49296.34,40.75,154,16,1.1,0.33,0,0,0,0,
TXN0000000430,CUST00070032,2023-11-15,05:56:00,5,0,1,Canada,Mumbai,Entertainment,Credit Card,Mobile,27,737,1.1,1753.09,90.45,143,14,36.2,13.52,0,5,0,0,
TXN0000000431,CUST00087923,2024-05-26,19:46:00,19,1,0,USA,Lyon,Electronics,Credit Card,Mobile,37,707,5.3,128879.23,1530.02,153,26,49.0,0.6,0,0,0,0,
TXN0000000432,CUST00186839,2021-12-03,14:12:00,14,0,0,Japan,London,Travel,Bank Transfer,Desktop,35,645,1.5,5926.32,277.6,145,18,21.9,0.55,0,0,0,0,
TXN0000000433,CUST00124047,2021-05-09,12:36:00,12,1,0,USA,Melbourne,Utilities,Credit Card,Mobile,51,824,2.3,12721.06,188.6,114,20,32.7,0.49,0,0,0,0,
TXN0000000434,CUST00144476,2022-06-24,13:00:00,13,0,0,India,Berlin,Grocery,Debit Card,ATM,57,648,4.8,35355.84,39.34,146,21,23.5,18.92,0,0,0,0,
TXN0000000435,CUST00032098,2021-02-19,08:02:00,8,0,0,USA,Osaka,Crypto Exchange,Debit Card,Mobile,18,630,1.4,2895.15,42.35,167,27,9.3,15.15,1,0,0,0,
TXN0000000436,CUST00142039,2022-08-23,21:13:00,21,0,0,USA,Manchester,Grocery,Debit Card,Mobile,71,753,2.7,34914.79,122.19,139,19,9.7,13.86,1,0,0,0,
TXN0000000437,CUST00124863,2021-07-20,16:52:00,16,0,0,Japan,Guadalajara,Gaming,Debit Card,POS Terminal,18,804,5.8,2173.06,82.28,157,24,30.8,8.0,0,0,0,0,
TXN0000000438,CUST00118835,2022-09-12,02:29:00,2,0,1,UK,Manchester,Education,Mobile Payment,POS Terminal,49,726,8.3,2842.08,216.08,153,13,8.4,4.3,0,0,0,0,
TXN0000000439,CUST00093849,2021-01-13,01:55:00,1,0,1,Japan,São Paulo,Travel,Credit Card,Tablet,23,656,1.9,5630.12,833.28,151,23,12.3,20.59,0,0,0,0,
TXN0000000440,CUST00052922,2021-04-09,10:44:00,10,0,0,USA,Vancouver,Crypto Exchange,Debit Card,Mobile,77,510,1.1,10039.5,13.08,124,18,19.1,39.82,0,2,0,1,Account Takeover
TXN0000000441,CUST00180799,2020-03-01,02:11:00,2,1,1,Germany,Toronto,Online Shopping,Crypto,Mobile,50,624,0.8,1231.96,59.91,151,26,11.1,28.36,0,0,0,0,
TXN0000000442,CUST00126142,2024-08-20,20:38:00,20,0,0,France,Mumbai,Utilities,Debit Card,POS Terminal,62,661,10.4,91866.86,44.25,142,25,6.5,20.72,0,0,0,0,
TXN0000000443,CUST00181373,2023-02-14,14:18:00,14,0,0,Canada,Toronto,Entertainment,Bank Transfer,ATM,51,647,3.3,8184.06,7.92,140,17,28.0,7.54,0,0,0,0,
TXN0000000444,CUST00022678,2024-08-15,08:09:00,8,0,0,USA,Mumbai,Entertainment,Credit Card,Mobile,29,769,2.0,6887.23,84.67,143,18,17.9,4.39,1,0,0,1,Phishing
TXN0000000445,CUST00055610,2022-05-25,06:10:00,6,0,1,USA,Los Angeles,Restaurant,Credit Card,Mobile,40,638,4.8,20599.94,51.5,156,19,51.0,0.77,0,0,0,0,
TXN0000000446,CUST00187734,2021-02-06,14:56:00,14,1,0,Canada,Manchester,Utilities,Credit Card,Desktop,49,685,2.0,4789.44,20.45,141,14,0.1,6.41,1,0,1,0,
TXN0000000447,CUST00031025,2022-08-05,03:29:00,3,0,1,USA,Toronto,ATM Withdrawal,Debit Card,Desktop,45,588,8.8,27545.66,40.27,146,19,15.5,44.27,0,0,0,0,
TXN0000000448,CUST00070314,2022-12-06,18:33:00,18,0,0,USA,Lyon,Fuel,Bank Transfer,Mobile,31,778,14.9,4378.74,496.08,146,18,22.1,5.68,0,1,0,0,
TXN0000000449,CUST00127814,2022-05-03,22:35:00,22,0,1,Mexico,Manchester,Utilities,Credit Card,Mobile,31,583,5.6,15097.8,78.08,147,17,40.3,29.59,0,0,1,0,
TXN0000000450,CUST00184079,2020-04-20,04:24:00,4,0,1,UK,New York,Online Shopping,Credit Card,Desktop,54,649,2.6,42158.25,10.35,157,13,0.7,1.84,0,0,0,0,
TXN0000000451,CUST00095286,2024-12-02,14:11:00,14,0,0,Mexico,Tokyo,Healthcare,Credit Card,Mobile,18,788,8.9,3868.27,25.11,159,20,10.4,15.72,1,0,0,0,
TXN0000000452,CUST00146411,2023-03-03,19:24:00,19,0,0,UK,Los Angeles,Gaming,Credit Card,Desktop,59,709,2.5,1072.77,30.74,152,20,14.4,18.26,0,0,0,0,
TXN0000000453,CUST00199100,2023-07-07,17:00:00,17,0,0,Germany,Lyon,Jewelry,Debit Card,POS Terminal,18,653,2.3,13820.33,341.61,159,15,63.2,6.47,0,1,0,0,
TXN0000000454,CUST00113633,2020-02-08,11:06:00,11,1,0,Germany,Vancouver,Entertainment,Debit Card,Mobile,36,622,1.1,10937.3,80.82,135,18,18.8,3.95,0,0,0,0,
TXN0000000455,CUST00150581,2022-05-07,14:55:00,14,1,0,USA,Mexico City,Grocery,Bank Transfer,Mobile,57,665,0.3,1482.66,6.14,141,21,6.1,8.45,0,0,0,0,
TXN0000000456,CUST00003052,2022-12-22,05:10:00,5,0,1,USA,Mexico City,Travel,Bank Transfer,Mobile,22,621,3.7,308640.27,546.02,152,16,37.8,0.03,0,0,0,0,
TXN0000000457,CUST00179820,2023-12-01,16:05:00,16,0,0,USA,Munich,Clothing,Bank Transfer,Mobile,34,752,18.2,19866.58,21.64,154,19,14.0,11.91,0,0,0,0,
TXN0000000458,CUST00114693,2022-06-12,01:17:00,1,1,1,Germany,Berlin,Grocery,Credit Card,Desktop,49,673,12.2,12167.5,23.61,151,25,6.1,1.3,0,0,0,0,
TXN0000000459,CUST00087236,2022-10-14,13:45:00,13,0,0,India,Mexico City,Crypto Exchange,Credit Card,Mobile,36,572,13.8,13203.0,34.38,151,20,38.9,7.1,0,1,1,0,
TXN0000000460,CUST00185094,2020-07-16,13:23:00,13,0,0,Australia,Osaka,Education,Debit Card,Mobile,60,736,9.8,1408.02,64.28,149,17,54.4,53.97,1,0,0,0,
TXN0000000461,CUST00197485,2023-01-28,20:07:00,20,1,0,Brazil,Sydney,Healthcare,Debit Card,Tablet,60,548,0.8,39602.35,34.76,163,25,4.3,10.99,0,0,0,0,
TXN0000000462,CUST00189408,2021-05-27,19:59:00,19,0,0,Australia,Delhi,Jewelry,Debit Card,Desktop,48,690,4.7,9716.41,119.3,149,17,1.2,8.22,0,0,0,0,
TXN0000000463,CUST00187252,2022-08-24,19:03:00,19,0,0,USA,Toronto,Online Shopping,Mobile Payment,Mobile,40,557,5.5,21697.39,54.2,146,18,19.9,2.62,0,0,1,1,Phishing
TXN0000000464,CUST00163166,2023-10-03,05:12:00,5,0,1,France,Munich,Crypto Exchange,Credit Card,Mobile,48,666,5.2,9562.3,125.94,134,12,5.4,12.08,0,0,0,0,
TXN0000000465,CUST00170807,2023-04-13,14:50:00,14,0,0,UK,Paris,Clothing,Debit Card,Mobile,38,645,1.1,3626.9,13.59,160,15,4.5,4.4,0,0,0,0,
TXN0000000466,CUST00073524,2023-07-08,09:22:00,9,1,0,Australia,Berlin,Utilities,Debit Card,Mobile,75,576,0.9,54287.63,56.72,138,25,5.6,37.28,0,0,0,0,
TXN0000000467,CUST00094477,2024-05-02,18:38:00,18,0,0,India,Lyon,ATM Withdrawal,Credit Card,Mobile,64,641,2.5,4950.0,298.09,171,22,25.8,36.96,0,2,0,0,
TXN0000000468,CUST00017020,2020-11-09,04:26:00,4,0,1,Japan,Vancouver,Utilities,Mobile Payment,Desktop,36,661,3.2,8984.66,126.64,135,23,11.8,7.38,0,0,0,0,
TXN0000000469,CUST00083614,2023-07-18,16:11:00,16,0,0,USA,São Paulo,Utilities,Debit Card,Mobile,44,652,0.7,18530.75,28.25,176,12,14.3,0.07,0,0,1,0,
TXN0000000470,CUST00086673,2020-04-11,07:58:00,7,1,0,Canada,Los Angeles,Entertainment,Debit Card,Desktop,50,629,15.4,25621.8,101.87,137,27,0.0,13.08,0,1,0,0,
TXN0000000471,CUST00073848,2020-03-04,14:51:00,14,0,0,Germany,Munich,Entertainment,Credit Card,Mobile,38,617,1.0,86018.71,257.77,148,19,14.7,4.99,0,0,0,0,
TXN0000000472,CUST00082751,2023-04-15,19:47:00,19,1,0,USA,New York,Jewelry,Cheque,Mobile,25,615,0.2,22196.68,761.1,178,10,28.9,2.14,0,2,0,1,Phishing
TXN0000000473,CUST00028252,2021-02-15,22:33:00,22,0,1,USA,Mumbai,Fuel,Credit Card,Desktop,38,677,9.1,3196.24,20.78,124,19,63.0,27.41,0,0,0,0,
TXN0000000474,CUST00103482,2023-04-02,05:13:00,5,1,1,Australia,Melbourne,Entertainment,Debit Card,Mobile,64,761,4.3,3093.35,63.91,161,30,1.5,3.04,0,0,1,0,
TXN0000000475,CUST00112567,2020-06-12,19:13:00,19,0,0,USA,Paris,Fuel,Crypto,ATM,21,646,3.1,20004.63,81.31,158,24,13.7,4.19,0,0,1,0,
TXN0000000476,CUST00025946,2024-10-06,18:02:00,18,1,0,USA,Mumbai,Education,Credit Card,Mobile,43,661,1.1,2462.94,116.79,150,19,14.4,10.37,0,3,0,0,
TXN0000000477,CUST00090853,2022-03-27,09:33:00,9,1,0,UK,Tokyo,Utilities,Crypto,Mobile,38,831,10.9,9584.24,72.59,141,26,48.0,8.07,0,0,0,0,
TXN0000000478,CUST00032218,2021-02-12,00:27:00,0,0,1,Brazil,London,Online Shopping,Bank Transfer,Desktop,18,563,4.4,142086.61,11.99,146,14,7.3,7.37,1,0,0,0,
TXN0000000479,CUST00008309,2020-06-18,04:48:00,4,0,1,Brazil,Lyon,Clothing,Credit Card,Mobile,46,790,1.0,11263.15,34.19,151,18,37.7,0.12,0,3,0,0,
TXN0000000480,CUST00005950,2024-02-16,23:45:00,23,0,1,UK,Melbourne,Travel,Credit Card,Desktop,50,704,8.0,33950.07,48.44,154,17,29.0,62.04,0,1,0,0,
TXN0000000481,CUST00183063,2021-02-05,15:33:00,15,0,0,India,Berlin,Healthcare,Cheque,Desktop,63,751,5.0,5444.72,29.14,148,23,25.9,5.24,0,0,0,0,
TXN0000000482,CUST00132223,2022-12-24,04:06:00,4,1,1,USA,London,Utilities,Credit Card,Desktop,31,518,1.5,19441.64,39.25,162,19,4.5,11.55,0,0,0,0,
TXN0000000483,CUST00100236,2023-11-23,12:09:00,12,0,0,India,Vancouver,Crypto Exchange,Credit Card,Mobile,50,805,3.2,115169.58,38.66,142,20,3.0,17.71,0,0,0,0,
TXN0000000484,CUST00074741,2020-07-18,05:01:00,5,1,1,France,Rio,ATM Withdrawal,Credit Card,Desktop,20,592,5.7,6260.9,38.26,139,25,20.2,0.09,0,0,0,0,
TXN0000000485,CUST00116353,2021-04-25,19:50:00,19,1,0,India,Toronto,Entertainment,Credit Card,Mobile,49,746,10.3,4048.14,31.81,152,21,20.9,40.58,0,0,0,0,
TXN0000000486,CUST00066618,2021-09-29,21:11:00,21,0,0,Australia,Toronto,Travel,Credit Card,Tablet,69,748,5.1,1681.55,80.82,157,17,20.8,18.72,0,0,0,0,
TXN0000000487,CUST00016897,2024-09-12,19:36:00,19,0,0,Japan,London,ATM Withdrawal,Bank Transfer,Mobile,36,770,3.5,4368.16,11.12,140,23,32.8,4.5,0,0,0,0,
TXN0000000488,CUST00130799,2024-12-15,01:22:00,1,1,1,USA,Melbourne,Grocery,Credit Card,Tablet,51,653,3.3,6564.47,39.97,131,27,3.2,9.72,0,0,1,0,
TXN0000000489,CUST00177248,2024-11-05,05:03:00,5,0,1,Germany,Melbourne,Online Shopping,Credit Card,ATM,30,761,1.1,9958.27,73.73,164,25,57.1,7.3,0,0,0,0,
TXN0000000490,CUST00138878,2024-11-15,02:14:00,2,0,1,USA,Melbourne,Grocery,Cheque,Mobile,64,695,9.7,2079.55,215.43,145,18,17.3,7.45,1,1,0,0,
TXN0000000491,CUST00005238,2024-01-15,02:31:00,2,0,1,France,Tokyo,Healthcare,Cheque,Desktop,38,640,3.1,6399.25,58.54,141,22,2.8,5.28,0,0,0,0,
TXN0000000492,CUST00020057,2024-12-18,08:30:00,8,0,0,Germany,Osaka,Gaming,Mobile Payment,Desktop,31,737,4.0,95994.89,67.14,148,19,55.5,34.14,1,0,0,0,
TXN0000000493,CUST00176616,2022-05-07,01:38:00,1,1,1,Canada,Vancouver,Entertainment,Bank Transfer,Mobile,46,690,1.7,3182.43,67.43,164,23,8.3,3.23,0,0,1,0,
TXN0000000494,CUST00187629,2022-03-27,23:08:00,23,1,1,Canada,New York,ATM Withdrawal,Debit Card,POS Terminal,77,746,5.7,21661.3,39.68,146,21,11.8,11.77,0,0,0,1,Identity Theft
TXN0000000495,CUST00114549,2021-08-25,09:34:00,9,0,0,Germany,Rio,Restaurant,Mobile Payment,Mobile,53,600,0.4,8546.26,44.32,168,25,7.6,11.02,0,0,0,0,
TXN0000000496,CUST00111489,2023-09-28,10:36:00,10,0,0,USA,Berlin,Travel,Credit Card,POS Terminal,18,577,4.0,13451.77,121.35,157,16,22.8,8.5,0,1,0,0,
TXN0000000497,CUST00134416,2020-12-25,11:54:00,11,0,0,Germany,New York,Online Shopping,Debit Card,Mobile,50,747,6.5,46256.94,86.43,146,20,0.3,0.96,0,3,0,0,
TXN0000000498,CUST00144573,2023-07-03,22:34:00,22,0,1,Japan,London,Fuel,Debit Card,Mobile,18,657,2.2,2499.46,61.44,144,22,27.7,3.27,0,0,1,0,
TXN0000000499,CUST00184295,2020-10-17,23:59:00,23,1,1,India,Rio,Grocery,Debit Card,Desktop,64,748,8.8,12078.05,33.64,142,22,75.1,0.86,0,1,0,1,Friendly Fraud
TXN0000000500,CUST00029376,2021-12-01,20:11:00,20,0,0,USA,Osaka,Grocery,Credit Card,Tablet,55,653,9.7,14963.3,361.48,171,9,30.9,21.99,0,0,1,0,
TXN0000000501,CUST00140735,2020-09-08,07:33:00,7,0,0,France,Lyon,Grocery,Credit Card,Tablet,51,620,0.9,660.35,48.57,143,22,86.5,30.29,0,0,0,0,
TXN0000000502,CUST00016965,2024-12-26,12:21:00,12,0,0,Japan,Toronto,Education,Debit Card,POS Terminal,40,714,7.2,4327.1,23.35,143,28,8.0,5.67,0,0,0,0,
TXN0000000503,CUST00113430,2024-12-23,02:00:00,2,0,1,India,Mexico City,Crypto Exchange,Debit Card,Mobile,59,655,0.1,7557.41,27.78,189,16,8.1,0.33,1,1,0,1,Synthetic Identity
TXN0000000504,CUST00190711,2022-02-09,09:45:00,9,0,0,USA,Vancouver,Entertainment,Mobile Payment,Tablet,50,621,17.9,4991.03,44.45,139,17,11.6,19.26,1,0,0,0,
TXN0000000505,CUST00067216,2024-03-03,20:26:00,20,1,0,UK,Melbourne,Electronics,Credit Card,Mobile,52,644,1.6,1866.69,776.14,156,23,24.8,12.03,0,0,0,0,
TXN0000000506,CUST00069043,2024-03-10,22:23:00,22,1,1,Germany,Osaka,Fuel,Debit Card,Desktop,42,523,0.1,3603.63,115.55,136,23,17.7,1.78,0,0,0,0,
TXN0000000507,CUST00144357,2023-03-13,00:32:00,0,0,1,Brazil,Manchester,Healthcare,Credit Card,Mobile,30,584,2.6,27811.43,67.97,171,28,22.8,34.93,0,0,0,0,
TXN0000000508,CUST00093469,2021-04-15,14:54:00,14,0,0,Australia,Delhi,Utilities,Credit Card,Tablet,40,640,8.9,7633.03,28.83,134,20,24.1,1.47,0,1,0,0,
TXN0000000509,CUST00192462,2024-12-01,18:46:00,18,1,0,USA,Delhi,Healthcare,Debit Card,Mobile,28,701,8.5,16175.7,27.65,148,20,5.7,11.48,0,0,0,0,
TXN0000000510,CUST00009436,2024-03-11,07:50:00,7,0,0,France,Manchester,Travel,Credit Card,POS Terminal,75,709,1.9,3631.72,157.5,145,17,1.0,25.33,0,2,0,0,
TXN0000000511,CUST00185413,2022-11-20,04:23:00,4,1,1,USA,Lyon,Clothing,Cheque,Mobile,30,716,3.6,23707.57,14.79,158,17,36.7,0.57,0,0,0,0,
TXN0000000512,CUST00175151,2023-01-13,08:05:00,8,0,0,Mexico,Rio,Online Shopping,Bank Transfer,Mobile,47,771,5.2,6585.13,106.03,161,28,72.3,5.03,0,0,0,0,
TXN0000000513,CUST00078833,2022-01-09,23:00:00,23,1,1,Brazil,Berlin,Grocery,Credit Card,Mobile,35,691,2.2,790.96,48.41,164,21,5.6,22.41,0,0,0,0,
TXN0000000514,CUST00051294,2024-09-01,01:44:00,1,1,1,Japan,Osaka,Utilities,Credit Card,POS Terminal,33,675,1.0,4491.98,21.81,132,26,14.1,8.3,0,0,0,0,
TXN0000000515,CUST00078782,2020-10-31,21:15:00,21,1,0,India,London,Utilities,Credit Card,POS Terminal,50,702,2.3,21178.1,40.31,163,25,1.2,12.96,0,0,0,0,
TXN0000000516,CUST00191476,2020-07-10,03:18:00,3,0,1,France,Osaka,Restaurant,Credit Card,Desktop,47,760,0.4,14308.95,433.43,139,20,6.4,8.56,0,0,0,1,Synthetic Identity
TXN0000000517,CUST00160197,2022-07-11,20:31:00,20,0,0,India,Rio,Restaurant,Credit Card,ATM,59,715,1.3,1919.07,63.65,154,22,8.4,8.41,0,1,0,0,
TXN0000000518,CUST00043920,2021-02-23,05:15:00,5,0,1,USA,Mexico City,Electronics,Debit Card,Mobile,46,603,5.4,7007.31,62.09,136,26,3.0,7.16,0,1,0,0,
TXN0000000519,CUST00166320,2023-08-03,11:54:00,11,0,0,France,Guadalajara,Fuel,Credit Card,Desktop,50,768,4.7,1699.37,35.62,132,36,6.5,1.62,0,0,0,0,
TXN0000000520,CUST00121173,2022-05-20,14:55:00,14,0,0,Canada,London,Crypto Exchange,Credit Card,Mobile,64,623,2.2,30936.29,19.61,156,20,11.4,2.95,0,0,0,0,
TXN0000000521,CUST00094759,2024-04-17,08:36:00,8,0,0,USA,Berlin,Education,Credit Card,POS Terminal,32,625,15.5,1179.8,29.73,164,25,2.5,16.39,0,0,0,0,
TXN0000000522,CUST00193825,2023-01-06,02:18:00,2,0,1,Japan,Berlin,Electronics,Credit Card,Desktop,45,619,2.0,2990.52,481.8,159,20,51.4,3.94,0,0,0,0,
TXN0000000523,CUST00056574,2022-11-08,21:52:00,21,0,0,Mexico,Lyon,Travel,Credit Card,Tablet,65,683,10.7,61662.89,5374.54,135,16,4.9,11.16,1,2,0,1,Card Cloning
TXN0000000524,CUST00059102,2020-04-30,21:14:00,21,0,0,Mexico,Paris,Restaurant,Debit Card,Desktop,33,630,3.7,2237.99,32.24,157,18,30.8,8.69,0,0,0,0,
TXN0000000525,CUST00026647,2021-02-23,13:27:00,13,0,0,USA,São Paulo,Education,Mobile Payment,Desktop,46,670,2.0,6409.23,41.27,156,15,38.1,1.63,1,1,0,0,
TXN0000000526,CUST00104186,2020-10-09,01:46:00,1,0,1,Mexico,Manchester,Entertainment,Debit Card,Mobile,58,668,1.3,17114.58,58.22,152,20,8.9,9.41,0,0,0,0,
TXN0000000527,CUST00023050,2022-08-04,03:00:00,3,0,1,UK,Toronto,Crypto Exchange,Bank Transfer,ATM,31,741,1.1,2292.2,289.34,166,27,5.3,11.9,0,0,0,0,
TXN0000000528,CUST00098117,2020-05-05,23:34:00,23,0,1,France,London,Travel,Cheque,Desktop,71,635,14.7,5109.18,742.89,148,21,6.4,70.85,0,0,0,0,
TXN0000000529,CUST00097380,2023-05-18,12:58:00,12,0,0,Brazil,Munich,Utilities,Crypto,ATM,53,711,8.6,4487.74,1.27,143,18,67.0,1.94,1,0,0,0,
TXN0000000530,CUST00068386,2020-08-05,03:09:00,3,0,1,USA,Paris,Healthcare,Debit Card,POS Terminal,39,585,0.9,13666.79,135.87,146,21,10.1,5.97,0,0,0,0,
TXN0000000531,CUST00126132,2021-07-16,07:50:00,7,0,0,USA,Berlin,Clothing,Credit Card,Mobile,39,732,2.1,34274.7,263.86,154,17,54.1,2.24,0,5,0,0,
TXN0000000532,CUST00171231,2023-04-15,19:07:00,19,1,0,India,Tokyo,Education,Bank Transfer,Mobile,33,787,0.3,22989.12,42.97,158,24,12.3,27.93,0,2,0,0,
TXN0000000533,CUST00196490,2020-08-17,00:54:00,0,0,1,Mexico,Vancouver,Fuel,Credit Card,Tablet,48,548,2.8,1013.35,72.81,135,16,7.5,1.41,1,0,0,0,
TXN0000000534,CUST00023290,2022-06-18,13:20:00,13,1,0,USA,Berlin,ATM Withdrawal,Credit Card,Mobile,26,662,3.8,25690.3,93.16,158,22,3.7,3.66,1,2,0,1,Friendly Fraud
TXN0000000535,CUST00110227,2020-11-06,11:22:00,11,0,0,France,Rio,Electronics,Mobile Payment,Mobile,41,700,0.9,5107.0,219.75,155,25,7.5,6.48,1,0,0,0,
TXN0000000536,CUST00100794,2024-02-09,12:03:00,12,0,0,USA,Berlin,ATM Withdrawal,Mobile Payment,Mobile,53,594,4.3,1042.51,51.0,139,25,6.9,0.52,0,0,0,0,
